procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Sell,,باسيفيك,1750000,Residential,1,11,60.0,124.32,بيع,2011-05-11,,PACIFIC,سكني,410,3,Palm Jumeirah,1,14076.58,مبايعات,Marina Mall,0.0,نخلة جميرا,2.0,1.0,Sales,مارينا مول,1-11-2011-7934,غرفة,,Unit,Palm Jumeirah,Burj Al Arab,1 B/R,Palm Jumeirah,وحدة,1,2026-03-26 10:08:27,برج العرب,نخلة جميرا,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,نخلة جميرا
Sell,,ايميريتس كراون آر,5616,Storage,1,11,68.0,2.61,بيع,2011-07-25,,EMIRATES CROWN  R,تخزين,330,3,Mina Seyahi,0,2151.72,مبايعات,Marina Mall,0.0,مينا السياحي,1.0,1.0,Sales,مارينا مول,1-11-2011-11364,مخزن,,Unit,Dubai Marina,Burj Al Arab,Store,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Store,,,العقارات القائمة,مخزن,دبي مارينا
Mortgage Registration,,الابراج الثلاثة B-2,614976,Residential,1,13,60.0,138.6,تسجيل رهن,2011-09-08,,Three Towers B-2,سكني,414,3,First Abu Dhabi Bank Metro Station,1,4437.06,رهون,Mall of the Emirates,0.0,محطة مترو بنك أبوظبي الأول,1.0,1.0,Mortgages,مول الإمارات,2-13-2011-4501,غرفتين,,Unit,Dubai Science Park,Motor City,2 B/R,Al Barshaa South Second,وحدة,2,2026-03-26 10:08:27,موتور سيتي,البرشاء جنوب الثانية,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,حديقة دبي للعلوم
Mortgage Registration,ONTARIO TOWER,اونتاريو تاور,2400000,Commercial,1,13,42.0,105.72,تسجيل رهن,2011-09-20, أونتاريو تاور,ONTARIO TOWER,تجاري,390,3,Business Bay Metro Station,1,22701.48,رهون,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Mortgages,مول دبي,2-13-2011-4726,مكتب,,Unit,Business Bay,Downtown Dubai,Office,Burj Khalifa,وحدة,2,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Office,349.0,,العقارات القائمة,مكتب,الخليج التجاري
Sell,,,800000,Commercial,1,11,,135.55,بيع,2011-10-10,,,تجاري,249,4,Salah Al Din Metro Station,0,5901.88,مبايعات,Dubai Mall,0.0,محطة مترو صلاح الدين,3.0,1.0,Sales,مول دبي,1-11-2011-15552,,,Villa,,Dubai International Airport,,Al Muteena,فيلا,1,2026-03-26 10:08:27,مطار دبي الدولي,المطينه,Existing Properties,,,,العقارات القائمة,,
Lease to Own Registration,,ساوث ريدج 1,4332888,Residential,1,110,60.0,336.4,تسجيل إيجارة تنتهى بالتملك,2011-10-12,,South Ridge 1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,12880.17,مبايعات,Dubai Mall,2.0,محطة مترو بوج خليفة دبي مول,2.0,2.0,Sales,مول دبي,1-110-2011-2473,ثلاث غرف,,Unit,DownTown Dubai,Downtown Dubai,3 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell,,واي - 05,175000,Residential,1,11,60.0,45.0,بيع,2011-10-25,,Y-05,سكني,343,3,Rashidiya Metro Station,0,3888.89,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2011-16417,استوديو,,Unit,International City Phase 1,Dubai International Airport,Studio,Al Warsan First,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Development Mortgage,,المركز التجاري العالمي رزيدنس,3500000,Residential,1,39,60.0,210.98,رهن حق منفعة,2011-10-27,,WORLD TRADE CENTRE RESIDENCES,سكني,329,3,Trade Centre Metro Station,1,16589.25,رهون,Dubai Mall,1.0,محطة مترو المركز التجاري,1.0,0.0,Mortgages,مول دبي,2-39-2011-60,غرفتين,,Unit,,Burj Khalifa,2 B/R,Trade Center Second,وحدة,2,2026-03-26 10:08:27,برج خليفة,المركز التجارى الثانيه,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,
Sell,,ساوث ريدج 5,995888,Residential,1,11,60.0,101.36,بيع,2012-03-19,,South Ridge 5,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,9825.26,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-11-2012-4295,غرفة,,Unit,DownTown Dubai,Downtown Dubai,1 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell,,اكس - 20,250000,Residential,1,11,60.0,68.0,بيع,2012-04-11,,X-20,سكني,343,3,Rashidiya Metro Station,0,3676.47,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2012-6113,غرفة,,Unit,International City Phase 1,Dubai International Airport,1 B/R,Al Warsan First,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Sell,,المرجان 1,699000,Residential,1,11,60.0,178.52,بيع,2012-07-09,,Murjan 1,سكني,330,3,Jumeirah Beach Resdency,1,3915.53,مبايعات,Marina Mall,0.0,مساكن شاطئ الجميرا,1.0,1.0,Sales,مارينا مول,1-11-2012-11366,ثلاث غرف,,Unit,Jumeriah Beach Residence  - JBR,Burj Al Arab,3 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,جميرا بيتش ريزيدنس  - الجيه بي آر 
Mortgage Registration,,,5000000,Commercial,1,13,,966.19,تسجيل رهن,2012-07-18,,,تجاري,244,2,Al Rigga Metro Station,0,5174.97,رهون,Dubai Mall,0.0,محطة مترو الرقة,1.0,3.0,Mortgages,مول دبي,2-13-2012-2941,,,Building,,Dubai International Airport,,Al Murqabat,مبنى,2,2026-03-26 10:08:27,مطار دبي الدولي,المرقبات,Existing Properties,,,,العقارات القائمة,,
Sell,,,1412900,Residential,1,11,,624.29,بيع,2012-07-23,,,سكني,442,4,Damac Properties,0,2263.21,مبايعات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Sales,مارينا مول,1-11-2012-12940,,,Villa,Jumeirah Village Triangle,Sports City Swimming Academy,,Al Barsha South Fifth,فيلا,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الخامسة,Existing Properties,,,,العقارات القائمة,,قرية جميرا المثلثة
Sell,,ميد 80,420000,Residential,1,11,60.0,77.0,بيع,2012-07-23,,MED 80,سكني,284,3,Harbour Tower,0,5454.55,مبايعات,Ibn-e-Battuta Mall,0.0,برج هاربور,1.0,1.0,Sales,ابن بطوطة مول,1-11-2012-13825,غرفة,,Unit,Discovery Gardens,Sports City Swimming Academy,1 B/R,Jabal Ali,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,جبل على,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,الحدائق المكتشفة
Sell,,,1070000,Residential,1,11,,336.96,بيع,2012-09-03,,,سكني,300,4,Rashidiya Metro Station,0,3175.45,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,6.0,Sales,سيتي سنتر مردف,1-11-2012-15768,,,Villa,,Dubai International Airport,,Al Rashidiya,فيلا,1,2026-03-26 10:08:27,مطار دبي الدولي,الراشديه,Existing Properties,,,,العقارات القائمة,,
Sell,PRINCESS TOWER,برج الاميرة,2024970,Residential,1,11,60.0,109.76,بيع,2012-10-17,برنسس تاور,PRINCESS TOWER,سكني,330,3,Mina Seyahi,1,18449.07,مبايعات,Marina Mall,0.0,مينا السياحي,2.0,1.0,Sales,مارينا مول,1-11-2012-19127,غرفتين,,Unit,Dubai Marina,Burj Al Arab,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,221.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell,ELITE II SPORTS RESIDENCE,اليت ريزيدنسيس 2,470040,Residential,1,11,60.0,37.48,بيع,2012-12-13,إيليت II سبورتس ريزيدنس,ELITE RESIDENCES 2,سكني,435,3,Dubai Internet City,1,12541.09,مبايعات,Marina Mall,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مارينا مول,1-11-2012-23955,استوديو,,Unit,Dubai Sports City,Sports City Swimming Academy,Studio,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Existing Properties,Flat,333.0,,العقارات القائمة,شقه سكنيه,مدينة دبي الرياضية
Sell,,تي - 08,270000,Residential,1,11,60.0,44.5,بيع,2012-12-26,,T-08,سكني,343,3,Rashidiya Metro Station,0,6067.42,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2012-26193,استوديو,,Unit,International City Phase 1,,Studio,Al Warsan First,وحدة,1,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Sell,INIGO ICON,انديجو ايكون,805919,Commercial,1,11,42.0,101.54,بيع,2013-01-17,امجو أيكون,Indigo Icon,تجاري,350,3,Marina Mall Metro Station,1,7936.96,مبايعات,Marina Mall,0.0,محطة مترو مارينا مول,2.0,1.0,Sales,مارينا مول,1-11-2012-26425,مكتب,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,Office,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Office,155.0,,العقارات القائمة,مكتب, ابراج بحيرات الجميرا
Mortgage Transfer,Emirates Living - Springs 9,,1619475,Residential,1,44,4.0,253.2,تحويل رهن,2013-01-30,روعة الإمارات? الينابيع 9,,سكني,352,4,Nakheel Metro Station,0,6396.03,رهون,Marina Mall,0.0,محطة مترو النخيل,1.0,2.0,Mortgages,مارينا مول,2-44-2013-22,ثلاث غرف,,Villa,Springs - 2,Sports City Swimming Academy,3 B/R,Al Thanayah Fourth,فيلا,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,Villa,1046.0,,العقارات القائمة,فيلا,الينابيع - 2
Lease to Own Registration,,جميرا باي تاور اكس3,599118,Commercial,1,110,42.0,101.49,تسجيل إيجارة تنتهى بالتملك,2013-02-11,,JUMAIRAH BAY TOWER-X3,تجاري,350,3,Damac Properties,1,5903.22,رهون,Marina Mall,4.0,عقارات داماك,2.0,2.0,Mortgages,مارينا مول,2-110-2013-319,مكتب,5903.22,Unit,Jumeirah Lakes Towers,Burj Al Arab,Office,Al Thanyah Fifth,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الخامسة,Existing Properties,Office,,599118.0,العقارات القائمة,مكتب, ابراج بحيرات الجميرا
Sell,REGAL TOWER,برج ريجال,1715980,Commercial,1,11,23.0,95.69,بيع,2013-03-04,ريجال تور,REGAL TOWER,تجاري,526,3,Business Bay Metro Station,1,17932.7,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2013-1126,,,Unit,Business Bay,Downtown Dubai,,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,Shop,220.0,,العقارات القائمة,محل,الخليج التجاري
Delayed Sell,Emirates Living - Springs 12,,544888,Residential,1,41,4.0,341.85,بيع مبدئى,2013-03-12,روعة الإمارات ? الينابيع 12,,سكني,352,4,Damac Properties,0,1593.94,مبايعات,Marina Mall,0.0,عقارات داماك,1.0,1.0,Sales,مارينا مول,1-41-2010-8057,غرفتين,,Villa,Springs - 2,Sports City Swimming Academy,2 B/R,Al Thanayah Fourth,فيلا,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,Villa,1051.0,,العقارات القائمة,فيلا,الينابيع - 2
Sell,SILVER TOWER,برج فضي,1753821,Commercial,1,11,42.0,103.0,بيع,2013-04-23,سلفر تاور,Silver Tower,تجاري,526,3,Business Bay Metro Station,1,17027.39,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2013-8344,مكتب,,Unit,Business Bay,Downtown Dubai,Office,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,Office,219.0,,العقارات القائمة,مكتب,الخليج التجاري
Mortgage Registration,,ايكون 2,584000,Residential,1,13,60.0,69.42,تسجيل رهن,2013-05-09,,ICON 2,سكني,350,3,Jumeirah Lakes Towers,1,8412.56,رهون,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Mortgages,مارينا مول,2-13-2013-2979,غرفة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,1 B/R,Al Thanyah Fifth,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell,J&G PLEXS,جاي اند جي مبنى 1,75400,Residential,1,11,60.0,11.24,بيع,2013-06-19,ج أند جي بليكس,J & G  BUILDING 1,سكني,445,3,Harbour Tower,0,6708.19,مبايعات,Marina Mall,0.0,برج هاربور,1.0,1.0,Sales,مارينا مول,1-11-2013-18851,غرفة مستقلة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,Single Room,Jabal Ali First,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,جبل علي الأولى,Existing Properties,Flat,1448.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Lease to Own Registration,,سمر 3,1024000,Residential,1,110,60.0,101.55,تسجيل إيجارة تنتهى بالتملك,2013-06-26,,SAMAR 3,سكني,351,3,Dubai Internet City,1,10083.7,رهون,Marina Mall,2.0,مدينة دبي للإنترنت,2.0,2.0,Mortgages,مارينا مول,2-110-2013-1349,غرفتين,10083.7,Unit,The Greens,Burj Al Arab,2 B/R,Al Thanyah Third,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الثالثة,Existing Properties,Flat,,1024000.0,العقارات القائمة,شقه سكنيه,الروضة
Sell,CRYSTAL TOWER,كريستال تاور,3283800,Commercial,1,11,42.0,189.61,بيع,2013-08-26,برج كريستال,CRYSTAL TOWER,تجاري,390,3,Buj Khalifa Dubai Mall Metro Station,1,17318.71,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,2.0,1.0,Sales,مول دبي,1-11-2013-25277,مكتب,,Unit,Business Bay,Downtown Dubai,Office,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Office,72.0,,العقارات القائمة,مكتب,الخليج التجاري
Sell,,ال - 13,385000,Residential,1,11,60.0,67.0,بيع,2013-08-26,,L-13,سكني,343,3,Rashidiya Metro Station,0,5746.27,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2013-25284,غرفة,,Unit,International City Phase 1,,1 B/R,Al Warsan First,وحدة,1,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Sell - Pre registration,GOLDEN MILE,جولدن ميل 1,2000000,Residential,0,102,60.0,166.7,بيع - تسجيل مبدئى,2013-08-29,جولدن ميل ,GOLDEN MILE 1,سكني,410,3,Palm Jumeirah,1,11997.6,مبايعات,Marina Mall,0.0,نخلة جميرا,1.0,1.0,Sales,مارينا مول,1-102-2013-6206,غرفتين,,Unit,Palm Jumeirah,Burj Al Arab,2 B/R,Palm Jumeirah,وحدة,1,2026-03-26 10:08:27,برج العرب,نخلة جميرا,Off-Plan Properties,Flat,388.0,,على الخارطة,شقه سكنيه,نخلة جميرا
Sell,,دي اي سي تاورز تي 1,1600000,Residential,1,11,60.0,138.5,بيع,2013-09-30,,DEC TOWERS T1,سكني,330,3,Jumeirah Beach Residency,1,11552.35,مبايعات,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,2.0,Sales,مارينا مول,1-11-2013-29287,غرفتين,,Unit,Dubai Marina,Sports City Swimming Academy,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell,GOLD CREST EXECUTIVE,جولد كرست التنفيذي,599250,Commercial,1,11,42.0,73.86,بيع,2013-10-22,جولد كريست اكزيكنتف,GoldCrest Executive,تجاري,350,3,Jumeirah Lakes Towers,1,8113.32,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,4.0,1.0,Sales,مارينا مول,1-11-2013-31667,مكتب,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,Office,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Office,149.0,,العقارات القائمة,مكتب, ابراج بحيرات الجميرا
Mortgage Registration,GLOBAL LAKE VIEW,جلوبال ليك فيو,897000,Residential,1,13,60.0,60.58,تسجيل رهن,2013-10-22,جلوبال ليك فيو,GLOBAL LAKE VIEW,سكني,350,3,Jumeirah Lakes Towers,1,14806.87,رهون,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,1.0,Mortgages,مارينا مول,2-13-2013-7113,غرفة,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,1 B/R,Al Thanyah Fifth,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Flat,596.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
